No,feature_name,japanese_meaning,calculation_method,source_data,history_window,category,code_location,includes_maiden_history,related_features,gain_importance,split_importance,human_decision,calculation_detail_status,duplicate_name_count,input_column_type
201,grade_code_C,グレード区分が『C』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_C,0.0,0.0,,CODE_TRACED,1,one-hot
202,grade_code_D,グレード区分が『D』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_D,0.0,0.0,,CODE_TRACED,1,one-hot
203,grade_code_E,グレード区分が『E』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_E,0.0,0.0,,CODE_TRACED,1,one-hot
204,grade_code_F,グレード区分が『F』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_F,0.0,0.0,,CODE_TRACED,1,one-hot
205,grade_code_G,グレード区分が『G』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_G,0.0,0.0,,CODE_TRACED,1,one-hot
206,grade_code_H,グレード区分が『H』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_H,0.0,0.0,,CODE_TRACED,1,one-hot
207,grade_code_L,グレード区分が『L』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_L,0.0,0.0,,CODE_TRACED,1,one-hot
208,grade_code_unknown,グレード区分が『unknown』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_unknown,0.0,0.0,,CODE_TRACED,1,one-hot
209,grade_code_nan,グレード区分が『nan』であることを表す0/1列,元のカテゴリ列 grade_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,grade_code_nan,0.0,0.0,,CODE_TRACED,1,one-hot
210,condition_code_11,レース条件コードが『11』であることを表す0/1列,元のカテゴリ列 condition_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,condition_code_11,0.0,0.0,,CODE_TRACED,1,one-hot
211,condition_code_12,レース条件コードが『12』であることを表す0/1列,元のカテゴリ列 condition_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,condition_code_12,563.9949054718018,11.0,,CODE_TRACED,1,one-hot
212,condition_code_13,レース条件コードが『13』であることを表す0/1列,元のカテゴリ列 condition_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,condition_code_13,1203.2485065460205,17.0,,CODE_TRACED,1,one-hot
213,condition_code_14,レース条件コードが『14』であることを表す0/1列,元のカテゴリ列 condition_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,condition_code_14,65.56189918518066,2.0,,CODE_TRACED,1,one-hot
214,condition_code_18,レース条件コードが『18』であることを表す0/1列,元のカテゴリ列 condition_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,condition_code_18,0.0,0.0,,CODE_TRACED,1,one-hot
215,condition_code_19,レース条件コードが『19』であることを表す0/1列,元のカテゴリ列 condition_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,condition_code_19,0.0,0.0,,CODE_TRACED,1,one-hot
216,condition_code_nan,レース条件コードが『nan』であることを表す0/1列,元のカテゴリ列 condition_code を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,condition_code_nan,0.0,0.0,,CODE_TRACED,1,one-hot
217,last1_class_grade:A|condition:11,前走のグレード×条件コードが『A|condition:11』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
218,last1_class_grade:A|condition:12,前走のグレード×条件コードが『A|condition:12』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
219,last1_class_grade:A|condition:13,前走のグレード×条件コードが『A|condition:13』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
220,last1_class_grade:A|condition:14,前走のグレード×条件コードが『A|condition:14』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
221,last1_class_grade:B|condition:11,前走のグレード×条件コードが『B|condition:11』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
222,last1_class_grade:B|condition:12,前走のグレード×条件コードが『B|condition:12』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
223,last1_class_grade:B|condition:13,前走のグレード×条件コードが『B|condition:13』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
224,last1_class_grade:B|condition:14,前走のグレード×条件コードが『B|condition:14』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
225,last1_class_grade:C|condition:11,前走のグレード×条件コードが『C|condition:11』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
226,last1_class_grade:C|condition:12,前走のグレード×条件コードが『C|condition:12』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
227,last1_class_grade:C|condition:13,前走のグレード×条件コードが『C|condition:13』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
228,last1_class_grade:C|condition:14,前走のグレード×条件コードが『C|condition:14』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
229,last1_class_grade:D|condition:11,前走のグレード×条件コードが『D|condition:11』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
230,last1_class_grade:D|condition:12,前走のグレード×条件コードが『D|condition:12』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
231,last1_class_grade:D|condition:13,前走のグレード×条件コードが『D|condition:13』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
232,last1_class_grade:E|condition:11,前走のグレード×条件コードが『E|condition:11』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:11,347.54460525512695,10.0,,CODE_TRACED,1,one-hot
